departamento,municipio,edad,sexo,fecha_deceso,fecha_registro,decesos
beni,guayaramerin,20-39,F,2021-04-01,2021-04-06,1
beni,guayaramerin,20-39,F,2022-01-01,2022-01-18,1
beni,guayaramerin,20-39,M,2020-06-01,2020-12-28,2
beni,guayaramerin,40-49,F,2021-02-01,2021-02-25,1
beni,guayaramerin,40-49,F,2021-03-01,2021-03-13,1
beni,guayaramerin,40-49,F,2021-03-01,2021-03-31,1
beni,guayaramerin,40-49,F,2021-04-01,2021-04-06,1
beni,guayaramerin,40-49,F,2021-04-01,2021-04-15,1
beni,guayaramerin,40-49,M,2020-06-01,2020-12-28,1
beni,guayaramerin,40-49,M,2021-03-01,2021-03-08,1
beni,guayaramerin,40-49,M,2021-04-01,2021-04-13,1
beni,guayaramerin,40-49,M,2021-05-01,2021-05-25,1
beni,guayaramerin,50-59,F,2020-06-01,2020-12-28,2
beni,guayaramerin,50-59,F,2021-02-01,2021-02-22,1
beni,guayaramerin,50-59,F,2021-03-01,2021-03-23,1
beni,guayaramerin,50-59,F,2021-03-01,2021-03-30,1
beni,guayaramerin,50-59,F,2021-04-01,2021-04-13,1
beni,guayaramerin,50-59,F,2021-04-01,2021-04-20,1
beni,guayaramerin,50-59,M,2020-05-01,2020-12-28,1
beni,guayaramerin,50-59,M,2020-06-01,2020-12-28,5
beni,guayaramerin,50-59,M,2020-07-01,2020-12-28,1
beni,guayaramerin,50-59,M,2021-01-01,2021-02-01,2
beni,guayaramerin,50-59,M,2021-02-01,2021-02-11,1
beni,guayaramerin,50-59,M,2021-03-01,2021-03-02,1
beni,guayaramerin,50-59,M,2021-04-01,2021-04-13,1
beni,guayaramerin,50-59,M,2021-04-01,2021-04-21,1
beni,guayaramerin,50-59,M,2021-04-01,2021-04-22,1
beni,guayaramerin,50-59,M,2021-04-01,2021-04-27,1
beni,guayaramerin,50-59,M,2021-05-01,2021-05-17,1
beni,guayaramerin,>= 60,F,2020-05-01,2020-12-28,1
beni,guayaramerin,>= 60,F,2020-06-01,2020-12-28,7
beni,guayaramerin,>= 60,F,2020-08-01,2020-12-28,1
beni,guayaramerin,>= 60,F,2021-01-01,2021-01-20,1
beni,guayaramerin,>= 60,F,2021-01-01,2021-01-21,2
beni,guayaramerin,>= 60,F,2021-02-01,2021-02-08,1
beni,guayaramerin,>= 60,F,2021-02-01,2021-03-01,1
beni,guayaramerin,>= 60,F,2021-03-01,2021-03-11,1
beni,guayaramerin,>= 60,F,2021-03-01,2021-03-25,1
beni,guayaramerin,>= 60,F,2021-03-01,2021-03-30,3
beni,guayaramerin,>= 60,F,2021-04-01,2021-04-13,1
beni,guayaramerin,>= 60,M,2020-06-01,2020-12-28,10
beni,guayaramerin,>= 60,M,2020-06-01,2021-01-11,2
beni,guayaramerin,>= 60,M,2020-07-01,2020-12-28,2
beni,guayaramerin,>= 60,M,2020-07-01,2021-01-11,-2
beni,guayaramerin,>= 60,M,2021-01-01,2021-01-11,1
beni,guayaramerin,>= 60,M,2021-01-01,2021-01-29,1
beni,guayaramerin,>= 60,M,2021-02-01,2021-02-25,1
beni,guayaramerin,>= 60,M,2021-03-01,2021-03-16,1
beni,guayaramerin,>= 60,M,2021-03-01,2021-03-24,1
beni,guayaramerin,>= 60,M,2021-03-01,2021-03-30,2
beni,guayaramerin,>= 60,M,2021-03-01,2021-03-31,1
beni,guayaramerin,>= 60,M,2021-04-01,2021-04-01,1
beni,guayaramerin,>= 60,M,2021-04-01,2021-04-06,1
beni,guayaramerin,>= 60,M,2021-04-01,2021-04-13,4
beni,guayaramerin,>= 60,M,2021-04-01,2021-04-26,1
beni,guayaramerin,>= 60,M,2021-06-01,2021-06-04,1
beni,guayaramerin,>= 60,M,2022-01-01,2022-01-10,1
beni,municipio,>= 60,M,2021-06-01,2021-09-16,1
beni,reyes,40-49,F,2021-12-01,2022-04-14,1
beni,reyes,50-59,M,2020-08-01,2021-01-11,1
beni,reyes,50-59,M,2020-09-01,2020-12-28,1
beni,reyes,50-59,M,2020-09-01,2021-01-11,-1
beni,reyes,>= 60,F,2020-08-01,2021-01-11,1
beni,reyes,>= 60,F,2020-09-01,2020-12-28,2
beni,reyes,>= 60,F,2020-09-01,2021-01-11,-1
beni,reyes,>= 60,F,2020-09-01,2021-04-23,1
beni,reyes,>= 60,F,2020-10-01,2021-02-24,1
beni,reyes,>= 60,F,2020-11-01,2021-02-24,1
beni,reyes,>= 60,F,2021-01-01,2021-02-24,1
beni,reyes,>= 60,M,2020-08-01,2021-01-11,4
beni,reyes,>= 60,M,2020-09-01,2020-12-28,6
beni,reyes,>= 60,M,2020-09-01,2021-01-11,-4
beni,reyes,>= 60,M,2020-10-01,2021-02-24,1
beni,reyes,>= 60,M,2021-01-01,2021-02-24,1
beni,reyes,>= 60,M,2022-01-01,2022-04-21,1
beni,riberalta,0-19,F,2020-10-01,2020-12-28,1
beni,riberalta,20-39,F,2021-04-01,2021-04-30,1
beni,riberalta,20-39,F,2021-05-01,2021-05-05,1
beni,riberalta,20-39,M,2021-02-01,2021-02-05,1
beni,riberalta,20-39,M,2021-02-01,2021-02-26,1
beni,riberalta,40-49,F,2020-07-01,2020-12-28,1
beni,riberalta,40-49,F,2021-01-01,2021-01-11,1
beni,riberalta,40-49,F,2021-03-01,2021-03-24,1
beni,riberalta,40-49,M,2020-06-01,2021-01-11,1
beni,riberalta,40-49,M,2020-07-01,2020-12-28,4
beni,riberalta,40-49,M,2020-07-01,2021-01-11,-1
beni,riberalta,40-49,M,2021-02-01,2021-02-02,1
beni,riberalta,40-49,M,2021-03-01,2021-03-30,1
beni,riberalta,40-49,M,2021-03-01,2021-03-31,1
beni,riberalta,40-49,M,2021-05-01,2021-05-14,1
beni,riberalta,50-59,F,2020-06-01,2020-12-28,2
beni,riberalta,50-59,F,2020-07-01,2020-12-28,5
beni,riberalta,50-59,F,2020-08-01,2020-12-28,1
beni,riberalta,50-59,F,2021-03-01,2021-03-25,1
beni,riberalta,50-59,F,2021-03-01,2021-03-31,1
beni,riberalta,50-59,F,2021-04-01,2021-04-14,1
beni,riberalta,50-59,F,2021-06-01,2021-06-25,1
beni,riberalta,50-59,M,2020-06-01,2020-12-28,1
beni,riberalta,50-59,M,2020-06-01,2021-01-11,1
beni,riberalta,50-59,M,2020-07-01,2020-12-28,7
beni,riberalta,50-59,M,2020-07-01,2021-01-11,-1
beni,riberalta,50-59,M,2020-08-01,2020-12-28,2
beni,riberalta,50-59,M,2020-09-01,2020-12-28,2
beni,riberalta,50-59,M,2021-04-01,2021-04-08,1
beni,riberalta,>= 60,F,2020-06-01,2021-01-11,2
beni,riberalta,>= 60,F,2020-07-01,2020-12-28,4
beni,riberalta,>= 60,F,2020-07-01,2021-01-11,-2
beni,riberalta,>= 60,F,2020-08-01,2020-12-28,2
beni,riberalta,>= 60,F,2021-01-01,2021-02-02,1
beni,riberalta,>= 60,F,2021-03-01,2021-03-31,2
beni,riberalta,>= 60,F,2021-04-01,2021-04-01,1
beni,riberalta,>= 60,F,2021-04-01,2021-04-08,1
beni,riberalta,>= 60,F,2021-04-01,2021-05-04,1
beni,riberalta,>= 60,F,2022-01-01,2022-01-24,1
beni,riberalta,>= 60,M,2020-06-01,2020-12-28,1
beni,riberalta,>= 60,M,2020-06-01,2021-01-11,3
beni,riberalta,>= 60,M,2020-07-01,2020-12-28,20
beni,riberalta,>= 60,M,2020-07-01,2021-01-11,-3
beni,riberalta,>= 60,M,2020-08-01,2020-12-28,2
beni,riberalta,>= 60,M,2020-10-01,2020-12-28,1
beni,riberalta,>= 60,M,2021-02-01,2021-02-09,1
beni,riberalta,>= 60,M,2021-03-01,2021-03-17,2
beni,riberalta,>= 60,M,2021-03-01,2021-03-24,1
beni,riberalta,>= 60,M,2021-03-01,2021-03-31,1
beni,riberalta,>= 60,M,2021-03-01,2021-04-01,1
beni,riberalta,>= 60,M,2021-04-01,2021-04-14,1
beni,riberalta,>= 60,M,2021-04-01,2021-04-16,1
beni,riberalta,>= 60,M,2021-04-01,2021-04-19,1
beni,riberalta,>= 60,M,2021-05-01,2021-05-07,1
beni,riberalta,>= 60,M,2021-06-01,2021-06-10,1
beni,riberalta,>= 60,M,2022-02-01,2022-02-04,1
beni,rurrenabaque,40-49,F,2020-10-01,2020-12-28,1
beni,rurrenabaque,40-49,F,2021-06-01,2021-07-20,1
beni,rurrenabaque,40-49,M,2020-08-01,2021-01-11,1
beni,rurrenabaque,40-49,M,2020-09-01,2020-12-28,1
beni,rurrenabaque,40-49,M,2020-09-01,2021-01-11,-1
beni,rurrenabaque,50-59,F,2020-09-01,2021-01-11,1
beni,rurrenabaque,50-59,F,2020-11-01,2020-12-28,1
beni,rurrenabaque,50-59,F,2020-11-01,2021-01-11,-1
beni,rurrenabaque,50-59,M,2020-07-01,2020-12-28,1
beni,rurrenabaque,50-59,M,2021-07-01,2021-07-27,1
beni,rurrenabaque,>= 60,F,2020-07-01,2020-12-28,1
beni,rurrenabaque,>= 60,F,2020-08-01,2021-01-11,1
beni,rurrenabaque,>= 60,F,2020-09-01,2020-12-28,2
beni,rurrenabaque,>= 60,F,2020-09-01,2021-01-11,1
beni,rurrenabaque,>= 60,F,2020-10-01,2020-12-28,2
beni,rurrenabaque,>= 60,F,2020-10-01,2021-01-11,-2
beni,rurrenabaque,>= 60,F,2021-03-01,2021-05-14,1
beni,rurrenabaque,>= 60,F,2021-05-01,2021-06-11,1
beni,rurrenabaque,>= 60,M,2020-07-01,2020-12-28,1
beni,rurrenabaque,>= 60,M,2020-08-01,2021-01-11,4
beni,rurrenabaque,>= 60,M,2020-09-01,2020-12-28,4
beni,rurrenabaque,>= 60,M,2020-09-01,2021-01-11,-1
beni,rurrenabaque,>= 60,M,2020-10-01,2020-12-28,2
beni,rurrenabaque,>= 60,M,2020-10-01,2021-01-11,-2
beni,rurrenabaque,>= 60,M,2020-11-01,2020-12-28,1
beni,rurrenabaque,>= 60,M,2020-11-01,2021-01-11,-1
beni,rurrenabaque,>= 60,M,2021-01-01,2022-01-14,1
beni,rurrenabaque,>= 60,M,2021-02-01,2021-02-24,1
beni,rurrenabaque,>= 60,M,2021-03-01,2021-05-14,1
beni,rurrenabaque,>= 60,M,2021-03-01,2021-05-19,1
beni,rurrenabaque,>= 60,M,2021-04-01,2021-05-11,2
beni,rurrenabaque,>= 60,M,2021-04-01,2021-07-28,1
beni,rurrenabaque,>= 60,M,2021-12-01,2021-12-29,1
beni,rurrenabaque,>= 60,M,2021-12-01,2022-01-07,1
beni,rurrenabaque,>= 60,M,2022-01-01,2022-01-07,1
beni,rurrenabaque,>= 60,M,2022-01-01,2022-01-14,1
beni,rurrenabaque,>= 60,M,2022-01-01,2022-01-18,1
beni,san borja,>= 60,F,2021-05-01,2022-02-09,1
beni,san ignacio,40-49,M,2021-01-01,2021-01-17,1
beni,san ignacio,50-59,F,2020-09-01,2020-12-28,1
beni,san ignacio,50-59,M,2021-04-01,2021-04-30,1
beni,san ignacio,>= 60,F,2020-07-01,2020-12-28,2
beni,san ignacio,>= 60,F,2020-07-01,2021-01-11,1
beni,san ignacio,>= 60,F,2020-08-01,2020-12-28,1
beni,san ignacio,>= 60,F,2020-09-01,2020-12-28,1
beni,san ignacio,>= 60,F,2020-09-01,2021-01-11,-1
beni,san ignacio,>= 60,F,2020-12-01,2021-01-12,1
beni,san ignacio,>= 60,F,2021-02-01,2021-02-10,1
beni,san ignacio,>= 60,F,2021-11-01,2021-11-22,1
beni,san ignacio,>= 60,F,2022-01-01,2022-02-03,1
beni,san ignacio,>= 60,M,2020-07-01,2020-12-28,4
beni,san ignacio,>= 60,M,2020-07-01,2021-01-11,2
beni,san ignacio,>= 60,M,2020-08-01,2020-12-28,4
beni,san ignacio,>= 60,M,2020-08-01,2021-01-11,-2
beni,san ignacio,>= 60,M,2021-05-01,2021-05-04,1
beni,san ramon beni,50-59,F,2021-04-01,2021-12-09,1
beni,san ramon beni,>= 60,M,2021-02-01,2021-12-09,1
beni,santa ana,20-39,F,2020-07-01,2021-01-20,2
beni,santa ana,40-49,F,2020-06-01,2021-01-22,1
beni,santa ana,40-49,F,2020-07-01,2021-01-22,1
beni,santa ana,40-49,M,2020-07-01,2021-01-22,1
beni,santa ana,50-59,M,2020-07-01,2021-01-23,2
beni,santa ana,50-59,M,2020-10-01,2021-01-21,1
beni,santa ana,>= 60,F,2020-07-01,2021-01-20,1
beni,santa ana,>= 60,F,2020-07-01,2021-01-23,1
beni,santa ana,>= 60,F,2020-08-01,2021-01-23,2
beni,santa ana,>= 60,M,2020-05-01,2021-01-20,1
beni,santa ana,>= 60,M,2020-07-01,2021-01-18,3
beni,santa ana,>= 60,M,2020-07-01,2021-01-20,3
beni,santa ana,>= 60,M,2020-08-01,2021-01-19,1
beni,santa rosa,20-39,F,2021-11-01,2021-12-23,1
beni,santa rosa,20-39,M,2021-07-01,2021-07-21,1
beni,santa rosa,50-59,M,2021-01-01,2021-05-21,1
beni,santa rosa,>= 60,F,2021-02-01,2021-04-13,1
beni,santa rosa,>= 60,M,2021-02-01,2021-04-26,1
beni,trinidad,0-19,F,2021-06-01,2021-07-10,1
beni,trinidad,0-19,M,2021-05-01,2021-06-02,1
beni,trinidad,0-19,M,2022-02-01,2022-02-26,1
beni,trinidad,20-39,F,2021-05-01,2021-05-04,1
beni,trinidad,20-39,F,2021-05-01,2021-07-11,1
beni,trinidad,20-39,F,2021-06-01,2021-06-28,1
beni,trinidad,20-39,F,2021-06-01,2021-07-10,1
beni,trinidad,20-39,M,2020-05-01,2020-12-28,1
beni,trinidad,20-39,M,2020-06-01,2020-12-28,3
beni,trinidad,20-39,M,2020-08-01,2020-12-28,1
beni,trinidad,20-39,M,2020-09-01,2020-12-28,1
beni,trinidad,20-39,M,2020-12-01,2020-12-29,1
beni,trinidad,20-39,M,2021-01-01,2021-05-29,1
beni,trinidad,20-39,M,2021-05-01,2021-05-25,1
beni,trinidad,20-39,M,2021-05-01,2021-06-16,1
beni,trinidad,20-39,M,2021-05-01,2021-06-22,1
beni,trinidad,20-39,M,2021-05-01,2021-11-23,1
beni,trinidad,20-39,M,2021-06-01,2021-06-28,1
beni,trinidad,20-39,M,2021-06-01,2021-07-01,1
beni,trinidad,20-39,M,2021-06-01,2021-07-10,2
beni,trinidad,40-49,D,2021-06-01,2021-11-23,1
beni,trinidad,40-49,F,2020-06-01,2020-12-28,3
beni,trinidad,40-49,F,2020-08-01,2021-01-11,1
beni,trinidad,40-49,F,2020-09-01,2020-12-28,1
beni,trinidad,40-49,F,2020-09-01,2021-01-11,-1
beni,trinidad,40-49,F,2021-01-01,2021-01-20,1
beni,trinidad,40-49,F,2021-01-01,2021-05-25,1
beni,trinidad,40-49,F,2021-04-01,2021-04-15,1
beni,trinidad,40-49,F,2021-04-01,2021-04-29,1
beni,trinidad,40-49,F,2021-05-01,2021-05-25,1
beni,trinidad,40-49,F,2021-09-01,2021-09-21,1
beni,trinidad,40-49,M,2020-05-01,2021-01-11,1
beni,trinidad,40-49,M,2020-06-01,2020-12-28,2
beni,trinidad,40-49,M,2020-07-01,2020-12-28,1
beni,trinidad,40-49,M,2020-07-01,2021-01-11,-1
beni,trinidad,40-49,M,2020-08-01,2020-12-28,1
beni,trinidad,40-49,M,2020-09-01,2020-12-28,2
beni,trinidad,40-49,M,2020-10-01,2021-01-11,1
beni,trinidad,40-49,M,2020-11-01,2020-12-28,1
beni,trinidad,40-49,M,2020-11-01,2021-01-11,-1
beni,trinidad,40-49,M,2021-01-01,2021-01-19,1
beni,trinidad,40-49,M,2021-01-01,2021-01-21,1
beni,trinidad,40-49,M,2021-02-01,2021-02-19,1
beni,trinidad,40-49,M,2021-04-01,2021-04-14,1
beni,trinidad,40-49,M,2021-05-01,2021-05-05,1
beni,trinidad,40-49,M,2021-05-01,2021-07-03,1
beni,trinidad,40-49,M,2021-06-01,2021-06-26,1
beni,trinidad,40-49,M,2021-07-01,2021-09-17,2
beni,trinidad,50-59,F,2020-04-01,2022-07-04,1
beni,trinidad,50-59,F,2020-05-01,2020-12-28,1
beni,trinidad,50-59,F,2020-05-01,2021-01-11,1
beni,trinidad,50-59,F,2020-05-01,2022-07-04,1
beni,trinidad,50-59,F,2020-06-01,2020-12-28,3
beni,trinidad,50-59,F,2020-07-01,2021-02-25,1
beni,trinidad,50-59,F,2020-10-01,2020-12-28,1
beni,trinidad,50-59,F,2020-10-01,2021-01-11,-1
beni,trinidad,50-59,F,2021-02-01,2021-02-25,1
beni,trinidad,50-59,F,2021-05-01,2021-05-04,1
beni,trinidad,50-59,F,2021-05-01,2021-06-23,1
beni,trinidad,50-59,F,2021-05-01,2021-06-24,1
beni,trinidad,50-59,F,2021-05-01,2021-07-11,1
beni,trinidad,50-59,F,2021-06-01,2021-06-26,1
beni,trinidad,50-59,F,2021-06-01,2021-07-10,3
beni,trinidad,50-59,F,2021-12-01,2022-02-03,1
beni,trinidad,50-59,M,2020-05-01,2020-12-28,1
beni,trinidad,50-59,M,2020-05-01,2021-01-11,3
beni,trinidad,50-59,M,2020-06-01,2020-12-28,2
beni,trinidad,50-59,M,2020-06-01,2021-01-11,-1
beni,trinidad,50-59,M,2020-07-01,2020-12-28,3
beni,trinidad,50-59,M,2020-07-01,2021-01-11,-1
beni,trinidad,50-59,M,2020-08-01,2021-01-11,1
beni,trinidad,50-59,M,2020-08-01,2021-02-25,1
beni,trinidad,50-59,M,2020-09-01,2020-12-28,3
beni,trinidad,50-59,M,2020-10-01,2020-12-28,2
beni,trinidad,50-59,M,2020-10-01,2021-01-11,-1
beni,trinidad,50-59,M,2020-11-01,2020-12-28,1
beni,trinidad,50-59,M,2020-11-01,2021-01-11,-1
beni,trinidad,50-59,M,2021-01-01,2021-01-21,1
beni,trinidad,50-59,M,2021-01-01,2021-02-18,1
beni,trinidad,50-59,M,2021-02-01,2021-02-18,2
beni,trinidad,50-59,M,2021-04-01,2021-04-13,1
beni,trinidad,50-59,M,2021-05-01,2021-05-04,1
beni,trinidad,50-59,M,2021-05-01,2021-05-07,1
beni,trinidad,50-59,M,2021-05-01,2021-05-16,1
beni,trinidad,50-59,M,2021-05-01,2021-07-10,1
beni,trinidad,50-59,M,2021-06-01,2021-07-10,1
beni,trinidad,50-59,M,2021-06-01,2021-11-23,1
beni,trinidad,50-59,M,2021-07-01,2021-07-14,1
beni,trinidad,>= 60,F,2020-03-01,2021-01-11,1
beni,trinidad,>= 60,F,2020-04-01,2022-07-04,1
beni,trinidad,>= 60,F,2020-05-01,2020-12-28,1
beni,trinidad,>= 60,F,2020-05-01,2021-01-11,1
beni,trinidad,>= 60,F,2020-05-01,2021-07-29,1
beni,trinidad,>= 60,F,2020-05-01,2022-07-04,1
beni,trinidad,>= 60,F,2020-06-01,2020-12-28,4
beni,trinidad,>= 60,F,2020-06-01,2021-01-11,3
beni,trinidad,>= 60,F,2020-07-01,2020-12-28,1
beni,trinidad,>= 60,F,2020-07-01,2021-01-11,1
beni,trinidad,>= 60,F,2020-08-01,2020-12-28,1
beni,trinidad,>= 60,F,2020-09-01,2020-12-28,2
beni,trinidad,>= 60,F,2020-10-01,2020-12-28,7
beni,trinidad,>= 60,F,2020-10-01,2021-01-11,-6
beni,trinidad,>= 60,F,2021-01-01,2021-01-20,1
beni,trinidad,>= 60,F,2021-01-01,2021-01-21,1
beni,trinidad,>= 60,F,2021-01-01,2021-01-26,1
beni,trinidad,>= 60,F,2021-02-01,2021-02-18,1
beni,trinidad,>= 60,F,2021-02-01,2021-02-23,1
beni,trinidad,>= 60,F,2021-03-01,2021-05-04,1
beni,trinidad,>= 60,F,2021-04-01,2021-04-15,1
beni,trinidad,>= 60,F,2021-04-01,2021-05-04,4
beni,trinidad,>= 60,F,2021-04-01,2021-11-23,1
beni,trinidad,>= 60,F,2021-05-01,2021-05-04,2
beni,trinidad,>= 60,F,2021-05-01,2021-05-16,1
beni,trinidad,>= 60,F,2021-05-01,2021-06-23,2
beni,trinidad,>= 60,F,2021-05-01,2021-06-25,2
beni,trinidad,>= 60,F,2021-05-01,2021-07-11,1
beni,trinidad,>= 60,F,2021-06-01,2021-06-07,1
beni,trinidad,>= 60,F,2021-06-01,2021-07-01,2
beni,trinidad,>= 60,F,2021-06-01,2021-07-10,1
beni,trinidad,>= 60,F,2021-06-01,2021-09-16,1
beni,trinidad,>= 60,F,2021-06-01,2021-09-17,1
beni,trinidad,>= 60,F,2022-01-01,2022-02-09,1
beni,trinidad,>= 60,M,2020-05-01,2020-12-28,4
beni,trinidad,>= 60,M,2020-05-01,2021-01-11,11
beni,trinidad,>= 60,M,2020-05-01,2022-03-23,1
beni,trinidad,>= 60,M,2020-06-01,2020-12-28,12
beni,trinidad,>= 60,M,2020-06-01,2021-01-11,2
beni,trinidad,>= 60,M,2020-06-01,2021-03-30,1
beni,trinidad,>= 60,M,2020-07-01,2020-12-28,7
beni,trinidad,>= 60,M,2020-07-01,2021-01-11,-2
beni,trinidad,>= 60,M,2020-08-01,2020-12-28,2
beni,trinidad,>= 60,M,2020-08-01,2021-01-11,4
beni,trinidad,>= 60,M,2020-09-01,2020-12-28,13
beni,trinidad,>= 60,M,2020-09-01,2021-01-11,-9
beni,trinidad,>= 60,M,2020-10-01,2020-12-28,5
beni,trinidad,>= 60,M,2020-10-01,2021-01-11,-5
beni,trinidad,>= 60,M,2020-10-01,2021-05-25,1
beni,trinidad,>= 60,M,2020-11-01,2020-12-28,2
beni,trinidad,>= 60,M,2020-11-01,2021-01-11,-1
beni,trinidad,>= 60,M,2020-12-01,2021-05-29,1
beni,trinidad,>= 60,M,2021-01-01,2021-01-17,1
beni,trinidad,>= 60,M,2021-01-01,2021-01-21,1
beni,trinidad,>= 60,M,2021-01-01,2021-01-28,1
beni,trinidad,>= 60,M,2021-01-01,2021-02-18,1
beni,trinidad,>= 60,M,2021-01-01,2021-02-19,1
beni,trinidad,>= 60,M,2021-01-01,2021-05-26,1
beni,trinidad,>= 60,M,2021-01-01,2021-05-29,1
beni,trinidad,>= 60,M,2021-01-01,2021-11-23,1
beni,trinidad,>= 60,M,2021-02-01,2021-02-18,3
beni,trinidad,>= 60,M,2021-02-01,2021-02-19,1
beni,trinidad,>= 60,M,2021-02-01,2021-02-26,3
beni,trinidad,>= 60,M,2021-03-01,2021-04-06,2
beni,trinidad,>= 60,M,2021-04-01,2021-04-13,2
beni,trinidad,>= 60,M,2021-04-01,2021-04-29,1
beni,trinidad,>= 60,M,2021-04-01,2021-04-30,1
beni,trinidad,>= 60,M,2021-04-01,2021-05-04,1
beni,trinidad,>= 60,M,2021-04-01,2021-11-23,1
beni,trinidad,>= 60,M,2021-05-01,2021-05-05,1
beni,trinidad,>= 60,M,2021-05-01,2021-05-13,1
beni,trinidad,>= 60,M,2021-05-01,2021-05-16,1
beni,trinidad,>= 60,M,2021-05-01,2021-05-17,1
beni,trinidad,>= 60,M,2021-05-01,2021-06-22,1
beni,trinidad,>= 60,M,2021-05-01,2021-07-10,2
beni,trinidad,>= 60,M,2021-05-01,2021-07-11,1
beni,trinidad,>= 60,M,2021-05-01,2021-09-15,1
beni,trinidad,>= 60,M,2021-06-01,2021-06-30,1
beni,trinidad,>= 60,M,2021-06-01,2021-07-02,1
beni,trinidad,>= 60,M,2021-06-01,2021-07-10,4
beni,trinidad,>= 60,M,2021-12-01,2021-12-17,1
beni,trinidad,>= 60,M,2022-01-01,2022-02-09,1
beni,trinidad,>= 60,M,2022-01-01,2022-02-10,1
beni,trinidad,>= 60,M,2022-02-01,2022-02-10,1
chuquisaca,alcala,50-59,M,2021-01-01,2021-01-25,1
chuquisaca,camargo,40-49,F,2020-12-01,2020-12-28,1
chuquisaca,camargo,50-59,M,2021-06-01,2021-06-23,2
chuquisaca,camargo,50-59,M,2021-06-01,2021-06-25,1
chuquisaca,camargo,>= 60,F,2020-09-01,2021-01-11,1
chuquisaca,camargo,>= 60,F,2020-10-01,2021-01-11,1
chuquisaca,camargo,>= 60,F,2020-11-01,2020-12-28,1
chuquisaca,camargo,>= 60,F,2020-11-01,2021-01-11,-1
chuquisaca,camargo,>= 60,F,2020-12-01,2020-12-28,1
chuquisaca,camargo,>= 60,F,2020-12-01,2021-01-11,-1
chuquisaca,camargo,>= 60,F,2021-01-01,2021-01-29,1
chuquisaca,camargo,>= 60,F,2021-01-01,2021-02-05,1
chuquisaca,camargo,>= 60,F,2021-02-01,2021-02-05,1
chuquisaca,camargo,>= 60,F,2021-05-01,2021-05-31,2
chuquisaca,camargo,>= 60,M,2020-08-01,2021-01-11,2
chuquisaca,camargo,>= 60,M,2020-09-01,2021-01-11,1
chuquisaca,camargo,>= 60,M,2020-12-01,2020-12-28,3
chuquisaca,camargo,>= 60,M,2020-12-01,2021-01-11,-3
chuquisaca,camargo,>= 60,M,2021-01-01,2021-01-17,1
chuquisaca,camargo,>= 60,M,2021-02-01,2021-02-12,1
chuquisaca,camargo,>= 60,M,2021-05-01,2021-05-18,1
chuquisaca,camargo,>= 60,M,2021-05-01,2021-05-31,1
chuquisaca,camargo,>= 60,M,2021-05-01,2021-07-30,1
chuquisaca,camargo,>= 60,M,2021-06-01,2021-06-08,1
chuquisaca,camargo,>= 60,M,2021-06-01,2021-06-16,1
chuquisaca,camargo,>= 60,M,2021-07-01,2021-07-12,1
chuquisaca,camargo,>= 60,M,2021-08-01,2021-09-07,1
chuquisaca,camargo,>= 60,M,2022-01-01,2022-01-22,1
chuquisaca,camataqui (c. villa abecia),>= 60,F,2021-06-01,2021-07-04,1
chuquisaca,culpina,20-39,F,2020-07-01,2020-12-28,2
chuquisaca,culpina,40-49,M,2021-07-01,2021-07-20,1
chuquisaca,culpina,50-59,F,2020-07-01,2020-12-28,1
chuquisaca,culpina,50-59,F,2021-07-01,2021-07-20,1
chuquisaca,culpina,50-59,M,2021-07-01,2021-07-20,1
chuquisaca,culpina,>= 60,F,2020-08-01,2020-12-28,1
chuquisaca,culpina,>= 60,F,2021-01-01,2021-01-26,1
chuquisaca,culpina,>= 60,F,2021-04-01,2021-05-04,1
chuquisaca,culpina,>= 60,F,2021-06-01,2021-06-30,1
chuquisaca,culpina,>= 60,F,2021-07-01,2021-07-26,1
chuquisaca,culpina,>= 60,F,2021-07-01,2021-08-02,1
chuquisaca,culpina,>= 60,F,2021-12-01,2021-12-28,1
chuquisaca,culpina,>= 60,F,2022-01-01,2022-02-03,1
chuquisaca,culpina,>= 60,M,2020-07-01,2020-12-28,1
chuquisaca,culpina,>= 60,M,2020-09-01,2021-01-11,2
chuquisaca,culpina,>= 60,M,2020-10-01,2020-12-28,2
chuquisaca,culpina,>= 60,M,2020-10-01,2021-01-11,-2
chuquisaca,culpina,>= 60,M,2021-03-01,2021-03-16,1
chuquisaca,culpina,>= 60,M,2021-03-01,2021-03-31,2
chuquisaca,culpina,>= 60,M,2021-06-01,2021-06-30,1
chuquisaca,el villar,50-59,F,2021-06-01,2021-07-05,1
chuquisaca,huacareta,>= 60,M,2021-06-01,2021-06-15,1
chuquisaca,huacareta,>= 60,M,2021-06-01,2022-04-21,-1
chuquisaca,icla,>= 60,M,2021-06-01,2021-07-01,1
chuquisaca,icla,>= 60,M,2021-11-01,2021-12-06,1
chuquisaca,incahuasi,>= 60,M,2021-01-01,2021-02-01,1
chuquisaca,incahuasi,>= 60,M,2022-01-01,2022-02-04,1
chuquisaca,las carreras,>= 60,F,2021-05-01,2021-06-06,1
chuquisaca,mojocoya,40-49,M,2021-12-01,2022-01-04,1
chuquisaca,mojocoya,>= 60,M,2020-08-01,2021-01-11,1
chuquisaca,mojocoya,>= 60,M,2020-09-01,2020-12-28,1
chuquisaca,mojocoya,>= 60,M,2020-10-01,2020-12-28,1
chuquisaca,mojocoya,>= 60,M,2020-10-01,2021-01-11,-1
