departamento,municipio,edad,sexo,fecha_deceso,fecha_registro,decesos
pando,san lorenzo(pnd),>= 60,F,2020-07-01,2021-07-14,1
pando,sena,40-49,M,2021-03-01,2021-11-23,1
pando,sena,>= 60,M,2020-08-01,2021-07-16,1
potosi,atocha,20-39,F,2020-08-01,2021-01-11,1
potosi,atocha,20-39,F,2020-11-01,2020-12-28,1
potosi,atocha,20-39,F,2020-11-01,2021-01-11,-1
potosi,atocha,>= 60,M,2020-08-01,2021-01-11,1
potosi,atocha,>= 60,M,2020-11-01,2020-12-28,1
potosi,atocha,>= 60,M,2020-11-01,2021-01-11,-1
potosi,betanzos,>= 60,M,2020-07-01,2021-01-11,1
potosi,betanzos,>= 60,M,2020-10-01,2020-12-28,1
potosi,betanzos,>= 60,M,2020-10-01,2021-01-11,-1
potosi,chayanta,>= 60,F,2020-08-01,2021-01-11,1
potosi,chayanta,>= 60,F,2020-10-01,2020-12-28,1
potosi,chayanta,>= 60,F,2020-10-01,2021-01-11,-1
potosi,chuquihuta ayllu jucumani,40-49,M,2020-08-01,2021-01-11,1
potosi,chuquihuta ayllu jucumani,40-49,M,2020-10-01,2020-12-28,1
potosi,chuquihuta ayllu jucumani,40-49,M,2020-10-01,2021-01-11,-1
potosi,"colcha ""k""",40-49,M,2020-12-01,2020-12-28,1
potosi,"colcha ""k""",>= 60,F,2020-09-01,2020-12-28,1
potosi,"colcha ""k""",>= 60,M,2021-01-01,2021-02-19,1
potosi,cotagaita,>= 60,M,2021-05-01,2021-06-15,1
potosi,llallagua,20-39,M,2020-07-01,2021-01-11,1
potosi,llallagua,20-39,M,2020-09-01,2020-12-28,1
potosi,llallagua,20-39,M,2020-09-01,2021-01-11,-1
potosi,llallagua,40-49,M,2020-06-01,2021-01-11,1
potosi,llallagua,40-49,M,2020-09-01,2020-12-28,1
potosi,llallagua,40-49,M,2020-09-01,2021-01-11,-1
potosi,llallagua,50-59,F,2021-05-01,2021-09-08,1
potosi,llallagua,50-59,M,2020-07-01,2021-01-11,2
potosi,llallagua,50-59,M,2020-09-01,2020-12-28,2
potosi,llallagua,50-59,M,2020-09-01,2021-01-11,-2
potosi,llallagua,50-59,M,2021-06-01,2021-09-08,2
potosi,llallagua,>= 60,F,2020-06-01,2021-01-11,1
potosi,llallagua,>= 60,F,2020-07-01,2021-01-11,1
potosi,llallagua,>= 60,F,2020-09-01,2020-12-28,1
potosi,llallagua,>= 60,F,2020-09-01,2021-01-11,-1
potosi,llallagua,>= 60,F,2020-10-01,2020-12-28,1
potosi,llallagua,>= 60,F,2020-10-01,2021-01-11,-1
potosi,llallagua,>= 60,F,2021-03-01,2021-09-08,1
potosi,llallagua,>= 60,M,2020-07-01,2021-01-11,4
potosi,llallagua,>= 60,M,2020-09-01,2020-12-28,4
potosi,llallagua,>= 60,M,2020-09-01,2021-01-11,-4
potosi,llallagua,>= 60,M,2021-02-01,2021-09-08,1
potosi,llallagua,>= 60,M,2021-05-01,2021-09-08,1
potosi,llallagua,>= 60,M,2021-06-01,2021-09-08,1
potosi,ocuri,>= 60,F,2020-07-01,2021-01-11,1
potosi,ocuri,>= 60,F,2020-10-01,2020-12-28,1
potosi,ocuri,>= 60,F,2020-10-01,2021-01-11,-1
potosi,ocuri,>= 60,F,2021-07-01,2021-09-06,1
potosi,ocuri,>= 60,M,2021-07-01,2021-09-06,4
potosi,pocoata,20-39,F,2020-07-01,2021-01-11,1
potosi,pocoata,20-39,F,2020-09-01,2020-12-28,1
potosi,pocoata,20-39,F,2020-09-01,2021-01-11,-1
potosi,pocoata,>= 60,F,2020-08-01,2021-01-11,1
potosi,pocoata,>= 60,F,2020-11-01,2020-12-28,1
potosi,pocoata,>= 60,F,2020-11-01,2021-01-11,-1
potosi,pocoata,>= 60,M,2020-08-01,2021-01-11,1
potosi,pocoata,>= 60,M,2020-09-01,2020-12-28,1
potosi,pocoata,>= 60,M,2020-09-01,2021-01-11,-1
potosi,porco,0-19,M,2020-09-01,2021-01-11,1
potosi,porco,0-19,M,2020-11-01,2020-12-28,1
potosi,porco,0-19,M,2020-11-01,2021-01-11,-1
potosi,potosi,0-19,F,2021-01-01,2021-01-26,1
potosi,potosi,0-19,F,2021-02-01,2021-03-02,1
potosi,potosi,0-19,F,2021-12-01,2021-12-27,1
potosi,potosi,0-19,M,2020-06-01,2021-01-11,1
potosi,potosi,0-19,M,2020-09-01,2020-12-28,1
potosi,potosi,0-19,M,2020-09-01,2021-01-11,-1
potosi,potosi,0-19,M,2021-08-01,2021-08-27,1
potosi,potosi,0-19,M,2021-10-01,2021-10-05,1
potosi,potosi,0-19,M,2022-01-01,2022-01-17,1
potosi,potosi,0-19,M,2022-01-01,2022-02-09,1
potosi,potosi,20-39,F,2020-08-01,2021-01-11,8
potosi,potosi,20-39,F,2020-09-01,2020-12-28,6
potosi,potosi,20-39,F,2020-09-01,2021-01-11,-5
potosi,potosi,20-39,F,2020-10-01,2020-12-28,1
potosi,potosi,20-39,F,2020-10-01,2021-01-11,-1
potosi,potosi,20-39,F,2020-11-01,2020-12-28,2
potosi,potosi,20-39,F,2020-11-01,2021-01-11,-2
potosi,potosi,20-39,F,2021-01-01,2021-01-17,1
potosi,potosi,20-39,F,2021-01-01,2021-01-19,1
potosi,potosi,20-39,F,2021-04-01,2021-04-26,1
potosi,potosi,20-39,F,2021-05-01,2021-05-26,1
potosi,potosi,20-39,F,2021-05-01,2021-05-31,2
potosi,potosi,20-39,F,2021-06-01,2021-06-07,1
potosi,potosi,20-39,F,2021-06-01,2021-06-15,2
potosi,potosi,20-39,F,2021-06-01,2021-06-22,1
potosi,potosi,20-39,F,2021-06-01,2021-06-28,1
potosi,potosi,20-39,F,2021-07-01,2021-07-12,2
potosi,potosi,20-39,F,2021-07-01,2021-07-19,1
potosi,potosi,20-39,F,2021-07-01,2021-08-05,1
potosi,potosi,20-39,F,2021-08-01,2021-08-03,1
potosi,potosi,20-39,F,2021-08-01,2021-08-30,1
potosi,potosi,20-39,F,2021-10-01,2021-10-18,1
potosi,potosi,20-39,F,2022-02-01,2022-02-09,1
potosi,potosi,20-39,M,2020-06-01,2021-01-11,1
potosi,potosi,20-39,M,2020-07-01,2021-01-11,3
potosi,potosi,20-39,M,2020-08-01,2021-01-11,3
potosi,potosi,20-39,M,2020-09-01,2020-12-28,3
potosi,potosi,20-39,M,2020-09-01,2021-01-11,-2
potosi,potosi,20-39,M,2020-10-01,2020-12-28,5
potosi,potosi,20-39,M,2020-10-01,2021-01-11,-4
potosi,potosi,20-39,M,2020-10-01,2021-01-17,1
potosi,potosi,20-39,M,2020-11-01,2020-12-28,1
potosi,potosi,20-39,M,2020-11-01,2021-01-11,-1
potosi,potosi,20-39,M,2021-02-01,2021-02-09,1
potosi,potosi,20-39,M,2021-02-01,2021-02-17,1
potosi,potosi,20-39,M,2021-02-01,2021-02-24,1
potosi,potosi,20-39,M,2021-05-01,2021-05-20,1
potosi,potosi,20-39,M,2021-05-01,2021-05-24,2
potosi,potosi,20-39,M,2021-05-01,2021-05-31,2
potosi,potosi,20-39,M,2021-06-01,2021-06-07,1
potosi,potosi,20-39,M,2021-06-01,2021-06-22,2
potosi,potosi,20-39,M,2021-06-01,2021-06-29,1
potosi,potosi,20-39,M,2021-07-01,2021-07-05,1
potosi,potosi,20-39,M,2021-07-01,2021-07-15,1
potosi,potosi,20-39,M,2021-07-01,2021-07-26,1
potosi,potosi,20-39,M,2021-08-01,2021-12-06,1
potosi,potosi,40-49,F,2020-07-01,2021-01-11,5
potosi,potosi,40-49,F,2020-08-01,2021-01-11,3
potosi,potosi,40-49,F,2020-09-01,2020-12-28,2
potosi,potosi,40-49,F,2020-09-01,2021-01-11,2
potosi,potosi,40-49,F,2020-10-01,2020-12-28,7
potosi,potosi,40-49,F,2020-10-01,2021-01-11,-5
potosi,potosi,40-49,F,2020-10-01,2021-01-19,1
potosi,potosi,40-49,F,2020-11-01,2020-12-28,4
potosi,potosi,40-49,F,2020-11-01,2021-01-11,-3
potosi,potosi,40-49,F,2020-11-01,2021-01-12,1
potosi,potosi,40-49,F,2021-01-01,2021-01-04,2
potosi,potosi,40-49,F,2021-01-01,2021-01-11,-2
potosi,potosi,40-49,F,2021-01-01,2021-01-26,1
potosi,potosi,40-49,F,2021-03-01,2021-03-15,1
potosi,potosi,40-49,F,2021-05-01,2021-05-24,1
potosi,potosi,40-49,F,2021-06-01,2021-06-11,1
potosi,potosi,40-49,F,2021-06-01,2021-06-22,2
potosi,potosi,40-49,F,2021-06-01,2021-06-25,2
potosi,potosi,40-49,F,2021-07-01,2021-07-15,1
potosi,potosi,40-49,F,2021-07-01,2021-07-21,1
potosi,potosi,40-49,F,2021-07-01,2021-07-26,1
potosi,potosi,40-49,F,2021-08-01,2021-08-10,1
potosi,potosi,40-49,F,2022-01-01,2022-02-03,1
potosi,potosi,40-49,F,2022-02-01,2022-02-09,1
potosi,potosi,40-49,F,2022-05-01,2022-06-23,1
potosi,potosi,40-49,M,2020-06-01,2021-01-11,3
potosi,potosi,40-49,M,2020-07-01,2021-01-11,6
potosi,potosi,40-49,M,2020-08-01,2021-01-11,10
potosi,potosi,40-49,M,2020-09-01,2020-12-28,9
potosi,potosi,40-49,M,2020-09-01,2021-01-11,-9
potosi,potosi,40-49,M,2020-10-01,2020-12-28,9
potosi,potosi,40-49,M,2020-10-01,2021-01-11,-7
potosi,potosi,40-49,M,2020-11-01,2020-12-28,3
potosi,potosi,40-49,M,2020-11-01,2021-01-11,-3
potosi,potosi,40-49,M,2021-01-01,2021-01-26,1
potosi,potosi,40-49,M,2021-01-01,2021-02-01,1
potosi,potosi,40-49,M,2021-02-01,2021-02-09,1
potosi,potosi,40-49,M,2021-03-01,2021-03-02,1
potosi,potosi,40-49,M,2021-03-01,2021-03-15,1
potosi,potosi,40-49,M,2021-03-01,2021-05-24,1
potosi,potosi,40-49,M,2021-05-01,2021-05-10,1
potosi,potosi,40-49,M,2021-05-01,2021-05-18,1
potosi,potosi,40-49,M,2021-05-01,2021-05-26,1
potosi,potosi,40-49,M,2021-05-01,2021-05-28,1
potosi,potosi,40-49,M,2021-05-01,2021-05-31,1
potosi,potosi,40-49,M,2021-06-01,2021-06-07,3
potosi,potosi,40-49,M,2021-06-01,2021-06-15,2
potosi,potosi,40-49,M,2021-06-01,2021-06-22,2
potosi,potosi,40-49,M,2021-06-01,2021-06-29,1
potosi,potosi,40-49,M,2021-06-01,2021-07-10,1
potosi,potosi,40-49,M,2021-07-01,2021-07-10,2
potosi,potosi,40-49,M,2021-07-01,2021-07-12,2
potosi,potosi,40-49,M,2021-07-01,2021-07-14,2
potosi,potosi,40-49,M,2021-07-01,2021-07-15,4
potosi,potosi,40-49,M,2021-07-01,2021-07-26,1
potosi,potosi,40-49,M,2021-07-01,2021-07-27,1
potosi,potosi,40-49,M,2021-07-01,2021-08-03,1
potosi,potosi,40-49,M,2021-08-01,2021-08-11,1
potosi,potosi,40-49,M,2021-10-01,2021-10-07,1
potosi,potosi,40-49,M,2021-11-01,2021-11-09,1
potosi,potosi,40-49,M,2022-01-01,2022-02-03,1
potosi,potosi,40-49,M,2022-02-01,2022-02-10,1
potosi,potosi,50-59,F,2020-06-01,2021-01-11,1
potosi,potosi,50-59,F,2020-07-01,2021-01-11,5
potosi,potosi,50-59,F,2020-08-01,2021-01-11,4
potosi,potosi,50-59,F,2020-09-01,2020-12-28,4
potosi,potosi,50-59,F,2020-09-01,2021-01-11,-4
potosi,potosi,50-59,F,2020-10-01,2020-12-28,5
potosi,potosi,50-59,F,2020-10-01,2021-01-11,-4
potosi,potosi,50-59,F,2020-11-01,2020-12-28,2
potosi,potosi,50-59,F,2020-11-01,2021-01-11,-2
potosi,potosi,50-59,F,2020-11-01,2021-01-12,1
potosi,potosi,50-59,F,2021-01-01,2021-01-18,1
potosi,potosi,50-59,F,2021-01-01,2021-01-19,2
potosi,potosi,50-59,F,2021-01-01,2021-02-01,1
potosi,potosi,50-59,F,2021-01-01,2021-02-22,1
potosi,potosi,50-59,F,2021-01-01,2021-03-16,1
potosi,potosi,50-59,F,2021-02-01,2021-02-09,1
potosi,potosi,50-59,F,2021-02-01,2021-02-11,1
potosi,potosi,50-59,F,2021-02-01,2021-02-23,1
potosi,potosi,50-59,F,2021-02-01,2021-05-04,-1
potosi,potosi,50-59,F,2021-02-01,2021-11-23,1
potosi,potosi,50-59,F,2021-03-01,2021-03-11,1
potosi,potosi,50-59,F,2021-03-01,2021-03-15,1
potosi,potosi,50-59,F,2021-04-01,2021-04-14,1
potosi,potosi,50-59,F,2021-04-01,2021-04-23,1
potosi,potosi,50-59,F,2021-05-01,2021-05-18,1
potosi,potosi,50-59,F,2021-05-01,2021-05-21,1
potosi,potosi,50-59,F,2021-05-01,2021-05-26,2
potosi,potosi,50-59,F,2021-05-01,2021-06-07,1
potosi,potosi,50-59,F,2021-06-01,2021-06-07,2
potosi,potosi,50-59,F,2021-06-01,2021-06-11,1
potosi,potosi,50-59,F,2021-06-01,2021-06-22,2
potosi,potosi,50-59,F,2021-06-01,2021-06-25,2
potosi,potosi,50-59,F,2021-06-01,2021-07-15,1
potosi,potosi,50-59,F,2021-07-01,2021-07-12,1
potosi,potosi,50-59,F,2021-07-01,2021-07-14,1
potosi,potosi,50-59,F,2021-07-01,2021-07-16,1
potosi,potosi,50-59,F,2021-07-01,2021-07-19,2
potosi,potosi,50-59,F,2021-07-01,2021-07-21,1
potosi,potosi,50-59,F,2021-07-01,2021-07-28,1
potosi,potosi,50-59,F,2021-07-01,2021-12-06,1
potosi,potosi,50-59,F,2021-08-01,2021-08-11,1
potosi,potosi,50-59,F,2021-08-01,2021-08-17,1
potosi,potosi,50-59,F,2021-08-01,2021-08-31,1
potosi,potosi,50-59,F,2021-09-01,2021-09-20,1
potosi,potosi,50-59,F,2022-01-01,2022-01-17,1
potosi,potosi,50-59,F,2022-01-01,2022-01-31,1
potosi,potosi,50-59,F,2022-02-01,2022-02-09,1
potosi,potosi,50-59,M,2020-07-01,2021-01-11,4
potosi,potosi,50-59,M,2020-08-01,2021-01-11,13
potosi,potosi,50-59,M,2020-08-01,2021-03-17,1
potosi,potosi,50-59,M,2020-09-01,2020-12-28,8
potosi,potosi,50-59,M,2020-09-01,2021-01-11,-5
potosi,potosi,50-59,M,2020-10-01,2020-12-28,13
potosi,potosi,50-59,M,2020-10-01,2021-01-11,-12
potosi,potosi,50-59,M,2020-11-01,2020-12-28,1
potosi,potosi,50-59,M,2020-11-01,2021-01-19,1
potosi,potosi,50-59,M,2021-01-01,2021-01-26,1
potosi,potosi,50-59,M,2021-01-01,2021-02-01,1
potosi,potosi,50-59,M,2021-02-01,2021-02-09,1
potosi,potosi,50-59,M,2021-02-01,2021-02-11,1
potosi,potosi,50-59,M,2021-02-01,2021-02-26,1
potosi,potosi,50-59,M,2021-02-01,2021-03-01,1
potosi,potosi,50-59,M,2021-02-01,2021-03-02,1
potosi,potosi,50-59,M,2021-02-01,2021-03-05,1
potosi,potosi,50-59,M,2021-02-01,2021-04-08,1
potosi,potosi,50-59,M,2021-03-01,2021-03-02,1
potosi,potosi,50-59,M,2021-03-01,2021-03-11,2
potosi,potosi,50-59,M,2021-03-01,2021-03-15,1
potosi,potosi,50-59,M,2021-03-01,2021-03-25,1
potosi,potosi,50-59,M,2021-03-01,2021-03-30,1
potosi,potosi,50-59,M,2021-05-01,2021-05-10,1
potosi,potosi,50-59,M,2021-05-01,2021-05-18,1
potosi,potosi,50-59,M,2021-05-01,2021-05-21,1
potosi,potosi,50-59,M,2021-05-01,2021-06-07,1
potosi,potosi,50-59,M,2021-06-01,2021-06-11,1
potosi,potosi,50-59,M,2021-06-01,2021-06-15,3
potosi,potosi,50-59,M,2021-06-01,2021-06-22,3
potosi,potosi,50-59,M,2021-06-01,2021-06-25,1
potosi,potosi,50-59,M,2021-06-01,2021-06-28,1
potosi,potosi,50-59,M,2021-06-01,2021-06-30,1
potosi,potosi,50-59,M,2021-07-01,2021-07-05,2
potosi,potosi,50-59,M,2021-07-01,2021-07-10,2
potosi,potosi,50-59,M,2021-07-01,2021-07-15,2
potosi,potosi,50-59,M,2021-07-01,2021-07-19,1
potosi,potosi,50-59,M,2021-07-01,2021-07-27,2
potosi,potosi,50-59,M,2021-08-01,2021-08-17,2
potosi,potosi,50-59,M,2021-08-01,2021-08-27,1
potosi,potosi,50-59,M,2021-09-01,2021-09-20,1
potosi,potosi,50-59,M,2022-01-01,2022-01-17,1
potosi,potosi,50-59,M,2022-01-01,2022-01-31,2
potosi,potosi,50-59,M,2022-01-01,2022-02-01,1
potosi,potosi,>= 60,F,2020-04-01,2020-12-28,1
potosi,potosi,>= 60,F,2020-07-01,2021-01-11,6
potosi,potosi,>= 60,F,2020-08-01,2021-01-11,21
potosi,potosi,>= 60,F,2020-09-01,2020-12-28,14
potosi,potosi,>= 60,F,2020-09-01,2021-01-11,-12
potosi,potosi,>= 60,F,2020-10-01,2020-12-28,13
potosi,potosi,>= 60,F,2020-10-01,2021-01-11,-13
potosi,potosi,>= 60,F,2020-11-01,2020-12-28,1
potosi,potosi,>= 60,F,2020-11-01,2021-01-11,1
potosi,potosi,>= 60,F,2020-12-01,2020-12-28,2
potosi,potosi,>= 60,F,2020-12-01,2020-12-30,2
potosi,potosi,>= 60,F,2020-12-01,2021-01-18,3
potosi,potosi,>= 60,F,2021-01-01,2021-01-04,1
potosi,potosi,>= 60,F,2021-01-01,2021-01-11,-1
potosi,potosi,>= 60,F,2021-01-01,2021-01-18,5
potosi,potosi,>= 60,F,2021-01-01,2021-01-19,2
potosi,potosi,>= 60,F,2021-01-01,2021-01-26,3
potosi,potosi,>= 60,F,2021-01-01,2021-02-01,1
potosi,potosi,>= 60,F,2021-01-01,2021-02-22,1
potosi,potosi,>= 60,F,2021-02-01,2021-02-11,1
potosi,potosi,>= 60,F,2021-02-01,2021-02-17,4
potosi,potosi,>= 60,F,2021-02-01,2021-02-21,1
potosi,potosi,>= 60,F,2021-02-01,2021-03-02,1
potosi,potosi,>= 60,F,2021-02-01,2021-04-08,2
potosi,potosi,>= 60,F,2021-02-01,2021-05-28,1
potosi,potosi,>= 60,F,2021-04-01,2021-04-06,2
potosi,potosi,>= 60,F,2021-04-01,2021-04-30,1
potosi,potosi,>= 60,F,2021-05-01,2021-05-17,1
potosi,potosi,>= 60,F,2021-05-01,2021-05-18,2
potosi,potosi,>= 60,F,2021-05-01,2021-05-20,2
potosi,potosi,>= 60,F,2021-05-01,2021-05-31,2
potosi,potosi,>= 60,F,2021-06-01,2021-06-07,3
potosi,potosi,>= 60,F,2021-06-01,2021-06-11,1
potosi,potosi,>= 60,F,2021-06-01,2021-06-15,1
potosi,potosi,>= 60,F,2021-06-01,2021-06-22,2
potosi,potosi,>= 60,F,2021-06-01,2021-06-25,1
potosi,potosi,>= 60,F,2021-06-01,2021-06-28,2
potosi,potosi,>= 60,F,2021-06-01,2021-06-29,1
potosi,potosi,>= 60,F,2021-06-01,2021-07-10,1
potosi,potosi,>= 60,F,2021-07-01,2021-07-05,1
potosi,potosi,>= 60,F,2021-07-01,2021-07-12,4
potosi,potosi,>= 60,F,2021-07-01,2021-07-14,1
potosi,potosi,>= 60,F,2021-07-01,2021-07-15,1
potosi,potosi,>= 60,F,2021-07-01,2021-07-16,1
potosi,potosi,>= 60,F,2021-07-01,2021-07-26,1
potosi,potosi,>= 60,F,2021-07-01,2021-07-28,4
potosi,potosi,>= 60,F,2021-07-01,2021-08-03,1
potosi,potosi,>= 60,F,2021-07-01,2021-12-06,1
potosi,potosi,>= 60,F,2021-08-01,2021-08-10,1
potosi,potosi,>= 60,F,2021-08-01,2021-08-30,1
potosi,potosi,>= 60,F,2021-09-01,2021-09-02,1
potosi,potosi,>= 60,F,2021-09-01,2021-09-03,1
potosi,potosi,>= 60,F,2021-09-01,2021-09-07,1
potosi,potosi,>= 60,F,2021-09-01,2021-09-17,1
potosi,potosi,>= 60,F,2021-10-01,2021-11-12,1
potosi,potosi,>= 60,F,2021-10-01,2021-12-08,1
potosi,potosi,>= 60,F,2021-11-01,2021-12-08,1
potosi,potosi,>= 60,F,2021-12-01,2021-12-22,1
potosi,potosi,>= 60,F,2021-12-01,2021-12-29,1
potosi,potosi,>= 60,F,2022-01-01,2022-02-03,2
potosi,potosi,>= 60,F,2022-01-01,2022-02-09,1
potosi,potosi,>= 60,F,2022-02-01,2022-02-10,1
potosi,potosi,>= 60,F,2022-02-01,2022-02-12,1
potosi,potosi,>= 60,F,2022-03-01,2022-03-27,1
potosi,potosi,>= 60,F,2022-06-01,2022-07-04,1
potosi,potosi,>= 60,M,2020-05-01,2021-01-11,1
potosi,potosi,>= 60,M,2020-06-01,2021-01-11,3
potosi,potosi,>= 60,M,2020-07-01,2021-01-11,23
potosi,potosi,>= 60,M,2020-08-01,2021-01-11,28
potosi,potosi,>= 60,M,2020-09-01,2020-12-28,25
potosi,potosi,>= 60,M,2020-09-01,2021-01-11,-17
potosi,potosi,>= 60,M,2020-09-01,2021-03-25,1
potosi,potosi,>= 60,M,2020-10-01,2020-12-28,28
potosi,potosi,>= 60,M,2020-10-01,2021-01-11,-27
potosi,potosi,>= 60,M,2020-10-01,2021-01-17,1
potosi,potosi,>= 60,M,2020-11-01,2020-12-28,9
potosi,potosi,>= 60,M,2020-11-01,2021-01-11,-9
potosi,potosi,>= 60,M,2020-12-01,2020-12-28,1
potosi,potosi,>= 60,M,2020-12-01,2020-12-30,1
potosi,potosi,>= 60,M,2020-12-01,2021-01-18,2
potosi,potosi,>= 60,M,2021-01-01,2021-01-04,2
potosi,potosi,>= 60,M,2021-01-01,2021-01-11,-2
potosi,potosi,>= 60,M,2021-01-01,2021-01-17,3
potosi,potosi,>= 60,M,2021-01-01,2021-01-18,4
potosi,potosi,>= 60,M,2021-01-01,2021-01-19,3
potosi,potosi,>= 60,M,2021-01-01,2021-01-26,1
potosi,potosi,>= 60,M,2021-01-01,2021-02-01,2
potosi,potosi,>= 60,M,2021-02-01,2021-02-01,1
potosi,potosi,>= 60,M,2021-02-01,2021-02-09,2
potosi,potosi,>= 60,M,2021-02-01,2021-02-17,1
potosi,potosi,>= 60,M,2021-02-01,2021-02-26,1
potosi,potosi,>= 60,M,2021-02-01,2021-03-01,1
potosi,potosi,>= 60,M,2021-02-01,2021-05-12,1
potosi,potosi,>= 60,M,2021-02-01,2021-05-28,1
potosi,potosi,>= 60,M,2021-03-01,2021-03-04,1
potosi,potosi,>= 60,M,2021-03-01,2021-03-15,1
potosi,potosi,>= 60,M,2021-03-01,2021-03-25,1
potosi,potosi,>= 60,M,2021-03-01,2021-03-30,1
potosi,potosi,>= 60,M,2021-03-01,2021-04-06,1
potosi,potosi,>= 60,M,2021-04-01,2021-04-06,1
potosi,potosi,>= 60,M,2021-04-01,2021-04-19,1
potosi,potosi,>= 60,M,2021-04-01,2021-04-26,1
potosi,potosi,>= 60,M,2021-05-01,2021-05-17,1
potosi,potosi,>= 60,M,2021-05-01,2021-05-20,2
potosi,potosi,>= 60,M,2021-05-01,2021-05-21,1
potosi,potosi,>= 60,M,2021-05-01,2021-05-26,2
potosi,potosi,>= 60,M,2021-05-01,2021-05-31,1
potosi,potosi,>= 60,M,2021-06-01,2021-06-07,1
potosi,potosi,>= 60,M,2021-06-01,2021-06-09,1
potosi,potosi,>= 60,M,2021-06-01,2021-06-11,1
potosi,potosi,>= 60,M,2021-06-01,2021-06-15,2
potosi,potosi,>= 60,M,2021-06-01,2021-06-22,1
potosi,potosi,>= 60,M,2021-06-01,2021-06-25,1
potosi,potosi,>= 60,M,2021-06-01,2021-06-28,1
potosi,potosi,>= 60,M,2021-07-01,2021-07-05,1
potosi,potosi,>= 60,M,2021-07-01,2021-07-10,1
potosi,potosi,>= 60,M,2021-07-01,2021-07-12,1
potosi,potosi,>= 60,M,2021-07-01,2021-07-14,5
potosi,potosi,>= 60,M,2021-07-01,2021-07-15,1
potosi,potosi,>= 60,M,2021-07-01,2021-07-16,1
potosi,potosi,>= 60,M,2021-07-01,2021-07-19,1
potosi,potosi,>= 60,M,2021-07-01,2021-07-21,1
potosi,potosi,>= 60,M,2021-07-01,2021-07-26,1
potosi,potosi,>= 60,M,2021-07-01,2021-12-08,1
potosi,potosi,>= 60,M,2021-08-01,2021-08-10,3
potosi,potosi,>= 60,M,2021-08-01,2021-08-13,1
potosi,potosi,>= 60,M,2021-08-01,2021-08-23,1
potosi,potosi,>= 60,M,2021-08-01,2021-08-27,1
potosi,potosi,>= 60,M,2021-08-01,2021-08-30,1
potosi,potosi,>= 60,M,2021-08-01,2021-08-31,1
potosi,potosi,>= 60,M,2021-09-01,2021-09-03,1
potosi,potosi,>= 60,M,2021-09-01,2021-09-09,1
potosi,potosi,>= 60,M,2021-09-01,2021-09-14,1
potosi,potosi,>= 60,M,2021-09-01,2021-09-15,1
potosi,potosi,>= 60,M,2021-09-01,2021-09-17,1
potosi,potosi,>= 60,M,2021-09-01,2021-09-20,1
potosi,potosi,>= 60,M,2021-09-01,2021-09-27,1
potosi,potosi,>= 60,M,2021-11-01,2021-11-30,1
potosi,potosi,>= 60,M,2021-12-01,2021-12-22,1
potosi,potosi,>= 60,M,2022-01-01,2022-01-17,3
potosi,potosi,>= 60,M,2022-01-01,2022-01-31,2
potosi,potosi,>= 60,M,2022-02-01,2022-02-09,5
potosi,potosi,>= 60,M,2022-02-01,2022-02-16,1
potosi,potosi,>= 60,M,2022-06-01,2022-07-04,1
potosi,potosi,>= 60,M,2022-07-01,2022-07-11,1
potosi,puna,50-59,F,2020-07-01,2021-01-11,1
potosi,puna,50-59,F,2020-10-01,2020-12-28,1
potosi,puna,50-59,F,2020-10-01,2021-01-11,-1
potosi,puna,>= 60,M,2020-07-01,2021-01-11,1
potosi,puna,>= 60,M,2020-10-01,2020-12-28,1
potosi,puna,>= 60,M,2020-10-01,2021-01-11,-1
potosi,sucre,20-39,F,2021-07-01,2021-08-27,1
potosi,sucre,40-49,F,2021-07-01,2021-08-04,1
potosi,sucre,50-59,M,2021-07-01,2021-08-13,1
potosi,sucre,>= 60,F,2021-07-01,2021-08-02,1
potosi,sucre,>= 60,M,2021-07-01,2021-08-02,1
potosi,sucre,>= 60,M,2021-07-01,2021-08-13,1
potosi,tahua,>= 60,F,2020-09-01,2021-01-11,1
potosi,tahua,>= 60,F,2020-10-01,2020-12-28,1
potosi,tahua,>= 60,F,2020-10-01,2021-01-11,-1
potosi,tinguipaya,>= 60,M,2020-08-01,2021-01-11,1
potosi,tinguipaya,>= 60,M,2020-12-01,2020-12-31,1
potosi,tinguipaya,>= 60,M,2020-12-01,2021-01-11,-1
potosi,tomave,20-39,M,2021-04-01,2021-08-27,1
potosi,tomave,>= 60,M,2020-10-01,2021-01-11,1
potosi,tomave,>= 60,M,2020-11-01,2020-12-28,1
potosi,tomave,>= 60,M,2020-11-01,2021-01-11,-1
potosi,tupiza,20-39,F,2021-04-01,2021-11-23,1
potosi,tupiza,20-39,F,2022-01-01,2022-02-21,1
potosi,tupiza,40-49,F,2020-11-01,2020-12-28,1
potosi,tupiza,40-49,F,2021-01-01,2021-02-05,1
potosi,tupiza,40-49,M,2021-06-01,2021-06-30,1
potosi,tupiza,40-49,M,2021-06-01,2021-09-22,1
potosi,tupiza,40-49,M,2021-06-01,2021-11-09,1
potosi,tupiza,50-59,M,2020-08-01,2021-01-11,1
potosi,tupiza,50-59,M,2020-09-01,2021-01-11,1
potosi,tupiza,50-59,M,2020-10-01,2020-12-28,2
potosi,tupiza,50-59,M,2020-10-01,2021-01-11,-2
potosi,tupiza,50-59,M,2021-01-01,2022-03-05,1
potosi,tupiza,>= 60,F,2020-08-01,2021-01-11,2
potosi,tupiza,>= 60,F,2020-09-01,2021-01-11,1
